issuer,Idate,Fdate,ISIN,ticker,SIC,LCS Key,LevDis Key,LCS,LevDis Value,LCS Value,Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
Kingsoft Corp Ltd,2007/9/28,2007/9/17,KYG5264Y1089,3888,7372,Kingsoft Corp Ltd,0,kingsoft,0,Kingsoft,Kingsoft,KINGSOFT,K:KINS,2007/10/9,51100N,HK3888,KYG5264Y1089
Bosideng Intl Hldg Ltd,2007/10/3,2007/5/7,KYG126521064,3998,2299,Bosideng Intl Hldg Ltd,0,bosideng,0,Bosideng International Holdings,Bosideng International Holdings,BOSIDENG INTL.HOLDINGS,K:BOSI,2007/10/11,51117X,HK3998,KYG126521064
China Dongxiang(Group)Co Ltd,2007/10/3,2007/8/22,KYG2112Y1098,3818,3949,China Dongxiang(Group)Co Ltd,0,chinadongxiang,0,China Dongxiang (Group),China Dongxiang (Group),CHINA DONGXIANG (GROUP),K:CHDN,2007/10/10,51103R,HK3818,KYG2112Y1098
Dah Chong Hong Holdings Ltd,2007/10/10,2007/8/1,HK1828040670,1828,5511,Dah Chong Hong Holdings Ltd,0,dahchonghong,0,Dah Chong Hong Holdings,Dah Chong Hong Holdings,DAH CHONG HONG HOLDINGS,K:DAHC,2007/10/17,51080L,HK1828,HK1828040670
Ming Fai International,2007/10/25,2007/10/18,KYG6141X1079,3828,2841,Ming Fai International,0,mingfai,0,Ming Fai International Holdings,Ming Fai International Holdings,MING FAI INTL.HOLDINGS,K:MNGI,2007/11/2,51214U,HK3828,KYG6141X1079
Sinotrans Shipping Ltd,2007/11/17,2007/5/7,HK0368041528,368,4412,Sinotrans Shipping Ltd,0,sinotransshippi,0,Sinotrans Shipping,Sinotrans Shipping,SINOTRANS SHIPPING,K:SINT,2007/11/23,51283T,HK368,HK0368041528
Sinotruk(Hong Kong)Ltd,2007/11/21,2006/7/1,HK3808041546,3808,3711,Sinotruk(Hong Kong)Ltd,0,sinotruk,0,Sinotruk (Hongkong),Sinotruk (Hongkong),SINOTRUK (HONGKONG),K:SITH,2007/11/28,51299L,HK3808,HK3808041546
Dongyue Group Ltd,2007/11/30,2007/11/20,KYG2816P1072,189,2869,Dongyue Group Ltd,0,dongyue,0,Dongyue Group,Dongyue Group,DONGYUE GROUP,K:DNGY,2007/12/10,51336W,HK189,KYG2816P1072
China Sunshine Paper Hldg Co,2007/12/5,2007/11/26,KYG215A01058,2002,2631,China Sunshine Paper Hldg Co,0,chinasunshinepa,0,China Sunshine Paper Holdings,China Sunshine Paper Holdings,CHINA SUNSHINE PAPER HOLDINGS,K:SUNP,2007/12/12,51349V,HK2002,KYG215A01058
Anton Oilfield Services Group,2007/12/7,2007/11/7,KYG039991024,3337,1382,Anton Oilfield Services Group,0,antonoilfieldse,0,Anton Oilfield Services Group,Anton Oilfield Services Group,ANTON OILFIELD SVS.GROUP,K:ANTO,2007/12/14,51363T,HK3337,KYG039991024
Uni-President China Holdings,2007/12/7,2007/11/26,KYG9222R1065,220,5149,Uni-President China Holdings,0,uni-president,0,Uni-President China Holdings,Uni-President China Holdings,UNI-PRESIDENT CHINA HDG.,K:UNIP,2007/12/17,51371E,HK220,KYG9222R1065
Pacific Online Ltd,2007/12/11,2007/12/3,KYG9684P1019,543,7375,Pacific Online Ltd,0,pacificonline,0,Pacific Online,Pacific Online,PACIFIC ONLINE,K:PACO,2007/12/18,51375L,HK543,KYG9684P1019
BYD Electronic(Intl)Co Ltd,2007/12/13,2007/11/30,HK0285041858,285,3663,BYD Electronic(Intl)Co Ltd,0,bydelectronic,0,BYD Electronic (International),BYD Electronic (International),BYD ELECTRONIC (INTL.),K:BYDE,2007/12/20,51386M,HK285,HK0285041858
Pan Asia Environmental Grp Ltd,2007/12/20,2007/12/20,KYG6883P1063,556,5085,Pan Asia Environmental Grp Ltd,0,panasiaenvironm,0,Pan Asia Environmental Protection Group,Pan Asia Environmental Protection Group,PAN ASIA ENV.PROTC.GROUP,K:PANA,2007/12/21,51396Q,HK556,KYG6883P1063
New Media Group Holdings Ltd,2008/2/10,2008/1/28,HK0708043713,708,2731,New Media Group Holdings Ltd,0,newmedia,0,A8 New Media Group,A8 New Media Group,A8 NEW MEDIA GROUP,K:ADMH,2008/6/12,53481E,HK800,KYG0119G1055
Solargiga Energy Hldg Ltd,2008/3/13,2008/3/11,KYG8268W1024,757,3674,Solargiga Energy Hldg Ltd,0,solargiga,0,Solargiga Energy Holdings,Solargiga Energy Holdings,SOLARGIGA ENERGY HDG.,K:SOLR,2008/3/31,51551J,HK757,KYG8268W1024
Want Want China Holdings Ltd,2008/3/15,2008/1/5,KYG9431R1039,151,2044,Want Want China Holdings Ltd,0,wantwant,0,Want Want China Holdings,Want Want China Holdings,WANT WANT CHINA HOLDINGS,K:WANT,2008/3/26,51780L,HK151,KYG9431R1039
Xingfa Aluminium Holdings Ltd,2008/3/20,2008/1/25,KYG9828C1078,98,3363,Xingfa Aluminium Holdings Ltd,0,xingfaaluminium,0,Xingfa Aluminium Holdings,Xingfa Aluminium Holdings,XINGFA ALUMINIUM HDG.,K:XNAH,2008/3/31,51797W,HK98,KYG9828C1078
Maoye International Holdings,2008/4/24,2008/4/21,KYG5804G1047,848,5311,Maoye International Holdings,0,maoye,0,Maoye International Holdings,Maoye International Holdings,MAOYE INTERNATIONAL HDG.,K:MAOY,2008/5/5,51546F,HK848,KYG5804G1047
Asia Cement(China)Hldg Corp,2008/5/10,2008/4/28,KYG0539C1069,743,3241,Asia Cement(China)Hldg Corp,0,asiacement,0,Asia Cement (China) Holdings,Asia Cement (China) Holdings,ASIA CEMENT (CHINA) HDG.,K:ASIC,2008/5/20,51986H,HK743,KYG0539C1069
Pou Sheng Intl Hldgs Ltd,2008/5/30,2008/5/16,BMG7208D1092,3813,5621,Pou Sheng Intl Hldgs Ltd,0,pousheng,0,Pou Sheng International (Holdings),Pou Sheng International (Holdings),POU SHENG INTL.(HDG.),K:POUS,2008/6/6,53453T,HK3813,BMG7208D1092
Little Sheep Group Limited,2008/6/5,2008/5/13,KYG550691011,968,5812,Little Sheep Group Limited,0,littlesheep,0,Little Sheep Group,Little Sheep Group,LITTLE SHEEP GROUP,K:LITS,2008/6/12,53499M,UG5506910,KYG550691011
China Shanshui Cement Grp Ltd,2008/6/26,2008/6/16,KYG2116M1015,691,3241,China Shanshui Cement Grp Ltd,0,chinashanshuice,0,China Shanshui Cement Group,China Shanshui Cement Group,CHINA SHANSHUI CMT.GROUP,K:CSCG,2008/7/4,53585N,HK691,KYG2116M1015
Sinomedia Holding Ltd,2008/7/2,2008/6/24,HK0000046869,623,7319,Sinomedia Holding Ltd,0,sinomedia,0,Sinomedia Holding,Sinomedia Holding,SINOMEDIA HOLDING,K:SINM,2008/7/8,53599L,HK623,HK0000046869
Emperor Watch & Jewellery Ltd,2008/7/14,2008/6/18,HK0000047982,887,5944,Emperor Watch & Jewellery Ltd,0,emperorwatchjew,0,Emperor Watch and Jewellery,Emperor Watch and Jewellery,EMPEROR WATCH & JEWELR.,K:EMPW,2008/7/21,53620J,HK887,HK0000047982
Bloomage BioTechnology Corp,2008/9/30,2008/9/19,KYG1179M1078,963,2834,Bloomage BioTechnology Corp,0,bloomagebiotech,0,Bloomage Biotechnology,Bloomage Biotechnology,BLOOMAGE BIOTECHNOLOGY,K:BLOM,2008/10/3,54104D,HK963,KYG1179M1078
Shanghai Electric Group Co Ltd,2008/11/11,2008/11/11,CNE100000437,2727,3559,Shanghai Electric Group Co Ltd,0,shanghaielectri,0,Shanghai Electric Group Company,Shanghai Electric Group Company,SHANGHAI ELECTRIC GP.CO.,32497P,2005/12/6,32497P,NA,NA
Strong Petrochemical Hldg Ltd,2009/1/9,2008/12/23,KYG853951047,852,5172,Strong Petrochemical Hldg Ltd,0,strongpetrochem,0,Strong Petrochemical Holdings,Strong Petrochemical Holdings,STRONG PETROCH.HOLDINGS,K:STPC,2009/1/12,54530D,HK852,KYG853951203
China Singyes Solar Tech Hdlg,2009/1/12,2008/12/30,BMG2161E1030,750,8711,China Singyes Solar Tech Hdlg,0,chinasingyessol,0,China Singyes Solar Technologies Holdings,China Singyes Solar Technologies Holdings,CHINA SYE.SLR.TECHS.HDG.,K:CSTH,2009/1/13,54594C,HK750,BMG2161E1113
Real Gold Mining Ltd,2009/2/14,2009/2/4,KYG740991057,246,1041,Real Gold Mining Ltd,0,realgoldmining,0,Real Gold Mining,Real Gold Mining,REAL GOLD MINING,K:REAL,2009/2/23,54735T,HK246,KYG740991057
Come Sure Group(Holdings)Ltd,2009/2/25,2009/2/16,KYG2298N1097,794,2675,Come Sure Group(Holdings)Ltd,0,comesure,0,Come Sure Group (Holdings),Come Sure Group (Holdings),COME SURE GROUP (HDG.),K:COME,2009/2/26,54762P,HK794,KYG2298N1097
Asia Cassava Resources Hldg,2009/3/20,2009/2/26,KYG053931062,841,5145,Asia Cassava Resources Hldg,0,asiacassavareso,0,Asia Cassava Resources Holdings,Asia Cassava Resources Holdings,ASIA CASSAVA RESOURCES HDG.,K:ASCR,2009/3/23,54820W,HK841,KYG053931062
CT Hldg (Intl) Ltd,2009/3/27,2009/3/18,KYG270611034,1008,2732,CT Hldg (Intl) Ltd,0,ct,0,Hong Kong Electric Investments,Hong Kong Electric Investments,HK ELECTRIC INVESTMENTS,K:HKEK,2014/1/29,8731WA,HK2638,HK0000179108
Silver Base Group Holdings Ltd,2009/4/3,2008/5/17,KYG816941044,886,2085,Silver Base Group Holdings Ltd,0,silverbase,0,Silver Base Group Holdings,Silver Base Group Holdings,SILVER BASE GROUP HDG.,K:SILB,2009/4/8,67264Q,HK886,KYG816941044
China Zhongwang Holdings Ltd,2009/4/30,2008/12/3,KYG215AT1023,1333,3334,China Zhongwang Holdings Ltd,0,chinazhongwang,0,China Zhongwang Holdings,China Zhongwang Holdings,CHINA ZHONGWANG HDG.,K:CZHG,2009/5/8,67448K,HK1333,KYG215AT1023
Hing Lee Holdings Ltd,2009/6/19,2009/6/9,BMG4589N1039,396,2519,Hing Lee Holdings Ltd,0,hinglee,0,Hing Lee (Hong Kong) Holdings,Hing Lee (Hong Kong) Holdings,HING LEE (HK) HOLDINGS,K:HING,2009/6/22,67596X,HK396,BMG451171018
361 Degrees International Ltd,2009/6/23,2009/5/29,KYG884931042,1361,3949,361 Degrees International Ltd,0,361degrees,0,361 Degrees International,361 Degrees International,361 DEGREES INTL.,K:DGRS,2009/6/30,67619Q,HK1361,KYG884931042
Bawang International,2009/6/26,2009/5/21,KYG090381032,1338,2841,Bawang International,0,bawang,0,Bawang International (Group) Holding,Bawang International (Group) Holding,BAWANG INTL.(GP.) HLDG.,K:BAWA,2009/7/3,67638U,HK1338,KYG090381032
China Qinfa Group Ltd,2009/7/2,2009/2/12,KYG2159E1070,866,5052,China Qinfa Group Ltd,0,chinaqinfa,0,China Qinfa Group,China Qinfa Group,CHINA QINFA GROUP,K:CHQN,2009/7/3,67624V,HK866,KYG2159E1070
Sundart International Holdings,2009/8/14,2009/8/3,KYG8572A1013,2288,8712,Sundart International Holdings,0,sundart,0,Sundart Holdings,Sundart Holdings,SUNDART HOLDINGS,K:SUDR,2015/12/29,8776Y2,HK1568,VGG857251026
Modern Media Holdings Ltd,2009/9/8,2009/8/28,KYG618251089,72,2731,Modern Media Holdings Ltd,0,modernmedia,0,Modern Media Holdings,Modern Media Holdings,MODERN MEDIA HOLDINGS,K:MMHL,2009/9/9,67928L,HK72,KYG618251089
China All Access Holdings Ltd,2009/9/15,2009/9/4,KYG211341048,633,7372,China All Access Holdings Ltd,0,chinaallaccess,0,China All Access (Holdings),China All Access (Holdings),CHINA ALL ACCESS (HDG.),K:CAHL,2009/9/16,67957E,HK633,KYG211341048
China Lilang Ltd,2009/9/16,2008/5/30,KYG211411098,1234,5611,China Lilang Ltd,0,chinalilang,0,China Lilang,China Lilang,CHINA LILANG,K:CLIL,2009/9/25,67982V,HK1234,KYG211411098
Peak Sport products Co Ltd,2009/9/22,2009/7/20,KYG695991011,1968,2329,Peak Sport products Co Ltd,0,peaksportproduc,0,Peak Sport Products,Peak Sport Products,PEAK SPORT PRODUCTS,K:PKSP,2009/9/29,67995P,HK1968,KYG695991011
China South City Holdings Ltd,2009/9/23,2008/6/7,HK0000056264,1668,7389,China South City Holdings Ltd,0,chinasouthcity,0,China South City Holdings,China South City Holdings,CHINA SOUTH CITY HDG.,K:CSCH,2009/9/30,68000N,HK1668,HK0000056264
China Resources Cement,2009/9/25,2008/11/22,KYG2113L1068,1313,3241,China Resources Cement,0,chinaresourcesc,0,China Resources Cement Holdings,China Resources Cement Holdings,CHINA RESOURCES CMT.HDG.,K:CRCH,2009/10/6,68030E,HK1313,KYG2113L1068
Ausnutria Dairy Corp Ltd,2009/9/30,2009/7/20,KYG063181021,1717,5143,Ausnutria Dairy Corp Ltd,0,ausnutriadairy,0,Ausnutria Dairy,Ausnutria Dairy,AUSNUTRIA DAIRY,K:AUST,2009/10/8,68040C,HK1717,KYG063181021
Wynn Macau Ltd,2009/9/30,2009/9/21,KYG981491007,1128,7011,Wynn Macau Ltd,0,wynnmacau,0,Wynn Macau,Wynn Macau,WYNN MACAU,K:WYNN,2009/10/9,68039H,HK1128,KYG981491007
Yingde Gases Group Co Ltd,2009/9/30,2009/8/19,KYG984301047,2168,2813,Yingde Gases Group Co Ltd,0,yingdegases,0,Yingde Gases Group,Yingde Gases Group,YINGDE GASES GROUP,K:YGGC,2009/10/8,68040J,HK2168,KYG984301047
Comtec Solar Systems Group Ltd,2009/10/23,2009/8/8,KYG234201054,712,3674,Comtec Solar Systems Group Ltd,0,comtecsolarsyst,0,Comtec Solar Systems Group,Comtec Solar Systems Group,COMTEC SOLAR SYS.GROUP,K:COMT,2009/10/30,68144R,HK712,KYG234201054
Trinity Ltd,2009/10/27,2009/10/12,BMG906241002,891,5136,Trinity Ltd,0,trinity,0,Trinity,Trinity,TRINITY,K:TRNT,2009/11/3,68153E,HK891,BMG906241002
China High Precision Auto,2009/11/6,2008/8/20,KYG211221091,591,3711,China High Precision Auto,0,chinahighprecis,0,China High Precision Automation Group,China High Precision Automation Group,CHINA HI.PRECN.ATMTN.GP.,K:CHPA,2009/11/13,68248N,HK591,KYG211221091
China Tontine Wines Group Ltd,2009/11/16,2009/11/5,BMG215A41075,389,2084,China Tontine Wines Group Ltd,0,chinatontinewin,0,China Tontine Wines Group,China Tontine Wines Group,CHINA TONTINE WINES GP.,K:CTWG,2009/11/19,68258C,HK389,BMG215A41075
Sany Heavy Equipment Co Ltd,2009/11/18,2009/5/16,KYG781631059,631,3531,Sany Heavy Equipment Co Ltd,0,sanyheavyequipm,0,Sany Heavy Equipment International,Sany Heavy Equipment International,SANY HEAVY EQU.INTL.,K:SANY,2009/11/25,68363V,HK631,KYG781631059
Sands China Ltd,2009/11/20,2009/7/20,KYG7800X1079,1928,7011,Sands China Ltd,0,sands,0,Sands China,Sands China,SANDS CHINA,K:SNDC,2009/11/30,68341V,HK1928,KYG7800X1079
PCD Stores(Group)Ltd,2009/12/9,2007/12/3,KYG6956E1035,331,5311,PCD Stores(Group)Ltd,0,pcdstores,0,PCD Stores (Group),PCD Stores (Group),PCD STORES (GROUP),K:PCDX,2009/12/15,68483V,NA,KYG6956E1035
Sandmartin Intl Hldg Ltd,2009/12/11,2009/10/20,BMG780521008,482,3679,Sandmartin Intl Hldg Ltd,0,sandmartin,0,Sandmartin International Holdings,Sandmartin International Holdings,SANDMARTIN INTL.HOLDINGS,K:SAND,2005/5/12,30906J,HK482,BMG780521008
Shengli Oil & Gas Pipe Hldg,2009/12/14,2009/11/30,KYG811661035,1080,3317,Shengli Oil & Gas Pipe Hldg,0,shenglioilgaspi,0,Shengli Oil and Gas Pipe Holdings,Shengli Oil and Gas Pipe Holdings,SHENGLI OIL & GAS PIPE HDG.,K:ONGP,2009/12/18,68506W,HK1080,KYG811661035
Huayu Expressway Group Ltd,2009/12/17,2009/12/10,KYG464101099,1823,1611,Huayu Expressway Group Ltd,0,huayuexpressway,0,Huayu Expressway Group,Huayu Expressway Group,HUAYU EXPRESSWAY GROUP,K:HEWX,2009/12/23,68519L,HK1823,KYG464101099
Carpenter Tan Holdings Ltd,2009/12/28,2009/12/15,KYG1991G1064,837,2499,Carpenter Tan Holdings Ltd,0,carpentertan,0,Carpenter Tan Holdings,Carpenter Tan Holdings,CARPENTER TAN HOLDINGS,K:CRPT,2009/12/29,68535W,HK837,KYG1991G1064
Chu Kong Petroleum & Natural,2010/2/2,2010/1/8,KYG212331048,1938,3317,Chu Kong Petroleum & Natural,0,chukongpetroleu,0,Chu Kong Petroleum and Natural Gas Steel Pipe Holdings,Chu Kong Petroleum and Natural Gas Steel Pipe Holdings,CHU KONG PTL.AND NATGS. STL.PIPE HOLDINGS,K:CHKK,2010/2/10,68693D,HK1938,KYG212331048
Zhongsheng Grp Hldg Ltd,2010/3/19,2010/3/10,KYG9894K1085,881,5511,Zhongsheng Grp Hldg Ltd,0,zhongsheng,0,Zhongsheng Group Holdings,Zhongsheng Group Holdings,ZHONGSHENG GP.HDG.,K:ZSG,2010/3/26,69009K,HK881,KYG9894K1085
Flyke Intl Holdings Ltd,2010/3/20,2010/3/16,KYG3604K1022,1998,3021,Flyke Intl Holdings Ltd,0,flyke,0,Flyke International Holdings,Flyke International Holdings,FLYKE INTERNATIONAL HDG.,K:FLYK,2010/3/29,69003N,HK1998,KYG3604K1022
Far East Global Group Ltd,2010/3/24,2010/2/9,KYG331271042,830,3449,Far East Global Group Ltd,0,fareastglobal,0,Far East Global Group,Far East Global Group,FAR EAST GLOBAL GROUP,K:FELG,2010/3/30,69009H,HK830,KYG331271042
Man Wah Holdings Ltd,2010/3/24,2010/3/11,BMG5800U1071,1999,2512,Man Wah Holdings Ltd,0,manwah,0,Man Wah Holdings,Man Wah Holdings,MAN WAH HOLDINGS,K:MEH,2010/4/9,69027K,HK1999,BMG5800U1071
Lansen Pharmaceutical Hldgs Co,2010/4/30,2010/4/1,KYG5380M1033,503,2834,Lansen Pharmaceutical Hldgs Co,0,lansenpharmaceu,0,Lansen Pharmaceutical Holdings,Lansen Pharmaceutical Holdings,LANSEN PHARM.HDG.,K:LPHL,2010/5/7,69260X,HK503,KYG5380M1033
L'Occitane International SA,2010/4/30,2010/4/19,LU0501835309,973,2844,L'Occitane International SA,0,l'occitane,0,l'Occitane International,l'Occitane International,L'OCCITANE INTL.,K:LOIS,2010/5/7,69261D,HK973,LU0501835309
NVC Lighting Holding Ltd,2010/5/12,2010/1/18,KYG6700A1004,2222,3645,NVC Lighting Holding Ltd,0,nvclighting,0,NVC Lighting Holding,NVC Lighting Holding,NVC LIGHTING HOLDING,K:NVCL,2010/5/20,69320X,HK2222,KYG6700A1004
Youyuan International Hldg Ltd,2010/5/20,2010/5/4,KYG987641068,2268,2676,Youyuan International Hldg Ltd,0,youyuan,0,Youyuan International Holdings,Youyuan International Holdings,YOUYUAN INTL.HDG.,K:YYIH,2010/5/27,69354V,HK2268,KYG987641068
Directel Holdings Ltd,2010/6/1,2010/5/28,SE0000556292,8337,4812,Directel Holdings Ltd,0,directel,0,Directel Holdings,Directel Holdings,DIRECTEL HOLDINGS,K:DRHL,2010/6/2,69515R,HK8337,KYG276801001
COSTIN New Materials Group Ltd,2010/6/15,2010/6/1,KYG2450W1033,2228,2297,COSTIN New Materials Group Ltd,0,costinnewm,0,Cecep Costin New Materials Group,Cecep Costin New Materials Group,CECEP COSTIN NEW MATS. GP.,K:CNMG,2010/6/21,69589C,HK2228,KYG1992K1067
Trauson Holdings Co Ltd,2010/6/22,2010/6/14,KYG901371032,325 HK,5047,Trauson Holdings Co Ltd,0,trauson,0,Trauson Holdings,Trauson Holdings,TRAUSON HOLDINGS,K:THC,2010/6/29,69634H,HK325,KYG901371032
Chaowei Power Hldg Ltd,2010/6/29,2010/6/14,KYG204791043,951,3692,Chaowei Power Hldg Ltd,0,chaoweipower,0,Chaowei Power Holdings,Chaowei Power Holdings,CHAOWEI POWER HOLDINGS,K:CPH,2010/7/7,69682L,HK951,KYG204791043
China Sanjiang Fine Chemicals,2010/9/10,2010/8/23,KYG211861045,2198,5169,China Sanjiang Fine Chemicals,0,chinasanjiangfi,0,China Sanjiang Fine Chemicals,China Sanjiang Fine Chemicals,CHINA SNJA.FINE CHEMS.,K:CSJ,2010/9/16,70042W,HK2198,KYG211861045
China Medical System Hldg Ltd,2010/9/15,2010/1/13,KYG211081164,867,2834,China Medical System Hldg Ltd,0,chinamedical,0,China Medical and Healthcare Group,China Medical and Healthcare Group,CHINA MED.& HLTHCR.GP.,K:PAGI,1991/8/1,314156,HK383,BMG2133H1016
Microport Scientific Corp,2010/9/20,2008/3/12,KYG608371046,853,5047,Microport Scientific Corp,0,microportscient,0,Microport Scientific,Microport Scientific,MICROPORT SCIENTIFIC,K:MPS,2010/9/24,70122J,HK853,KYG608371046
Besunyen Holdings Co Ltd,2010/9/21,2010/7/14,KYG107051040,926,5499,Besunyen Holdings Co Ltd,0,besunyen,0,Besunyen Holdings,Besunyen Holdings,BESUNYEN HOLDINGS,K:BSH,2010/9/29,70164K,HK926,KYG107051040
Boshiwa Intl Hldg Ltd,2010/9/22,2010/8/6,KYG126231078,1698,5651,Boshiwa Intl Hldg Ltd,0,boshiwa,0,Boshiwa International Holdings,Boshiwa International Holdings,BOSHIWA INTL.HOLDINGS,K:BOI,2010/9/29,70164V,HK1698,KYG126231078
Mongolian Mining Corp,2010/10/5,2010/7/13,KYG6264V1023,975,5052,Mongolian Mining Corp,0,mongolianmining,0,Mongolian Mining,Mongolian Mining,MONGOLIAN MINING,K:MOM,2010/10/13,70260W,HK975,KYG6264V1023
Great Harvest Maeta Group Hold,2010/10/7,2010/9/27,KYG4163E1070,3683,3443,Great Harvest Maeta Group Hold,0,greatharvestmae,0,Great Harvest Maeta Group,Great Harvest Maeta Group,GREAT HARVEST MAETA GP.,K:GRH,2010/10/11,70259D,HK3683,KYG4163E1070
Boer Power Holdings Ltd,2010/10/13,2010/6/21,KYG121611084,1685,3613,Boer Power Holdings Ltd,0,boerpower,0,Boer Power Holdings,Boer Power Holdings,BOER POWER HOLDINGS,K:BPH,2010/10/20,70769H,HK1685,KYG121611084
IRC Ltd,2010/10/13,2010/6/9,HK0000068244,1029,1011,IRC Ltd,0,irc,0,Hong Kong Aircraft Engineering,Hong Kong Aircraft Engineering,HONG KONG AIRCRAFT ENGR.,K:HKAC,1973/1/1,929711,HK44,HK0044000302
Springland Intl Hldg Ltd,2010/10/13,2010/8/23,KYG837851081,1700,5311,Springland Intl Hldg Ltd,0,springland,0,Springland International Holdings,Springland International Holdings,SPRINGLAND INTL.HDG.,K:SPR,2010/10/21,70769F,HK1700,KYG837851081
Sihuan Pharm Hldgs Grp Ltd,2010/10/21,2010/8/4,BMG8162K1053,460,2834,Sihuan Pharm Hldgs Grp Ltd,0,sihuanpharm,0,Sihuan Pharmaceutical Holdings Group,Sihuan Pharmaceutical Holdings Group,SIHUAN PHARM.HDG.GP.,K:SPH,2010/10/28,70895V,HK460,BMG8162K1137
Yashili Intl Hldg Ltd,2010/10/26,2010/8/9,KYG983401053,1230,2023,Yashili Intl Hldg Ltd,0,yashili,0,Yashili International Holdings,Yashili International Holdings,YASHILI INTERNATIONAL HOLDINGS,K:YAS,2010/11/1,71983M,HK1230,KYG983401053
Evergreen Intl Hldg Ltd,2010/10/27,2010/10/18,KYG3225T1022,238,5611,Evergreen Intl Hldg Ltd,0,evergreen,0,Evergreen International Holdings,Evergreen International Holdings,EVERGREEN INTL.HOLDINGS,K:EIH,2010/11/4,71999H,HK238,KYG3225T1022
Goodbaby International Holding,2010/11/17,2010/10/19,KYG398141013,1086,5999,Goodbaby International Holding,0,goodbaby,0,Goodbaby International Holdings,Goodbaby International Holdings,GOODBABY INTL.HOLDINGS,K:GBIH,2010/11/24,72493T,HK1086,KYG398141013
Da Ming International Hldg Ltd,2010/11/23,2010/11/15,KYG2744A1076,1090,3312,Da Ming International Hldg Ltd,0,daming,0,Da Ming International Holdings,Da Ming International Holdings,DA MING INTL.HOLDINGS,K:DMIH,2010/12/1,725674,HK1090,KYG2744A1076
Kingworld Medicines Group Ltd,2010/11/24,2010/11/12,KYG5268M1006,1110,5122,Kingworld Medicines Group Ltd,0,kingworldmedici,0,Kingworld Medicines Group,Kingworld Medicines Group,KINGWORLD MEDICINES GP.,K:KWMG,2010/11/25,725529,HK1110,KYG5268M1006
Greatview Aseptic Packaging Co,2010/12/2,2010/11/26,KYG407691040,468,7389,Greatview Aseptic Packaging Co,0,greatviewasepti,0,Greatview Aseptic Packaging,Greatview Aseptic Packaging,GREATVIEW ASEPTIC PACK.,K:GVAP,2010/12/9,72897K,HK468,KYG407691040
Shifang Holding Ltd,2010/12/2,2010/11/22,KYG8126A1022,1831,7313,Shifang Holding Ltd,0,shifang,0,Shifang Holding,Shifang Holding,SHIFANG HOLDING,K:SFHL,2010/12/3,72856T,HK1831,KYG8126A1022
China ZhengTong Auto Svcs,2010/12/3,2010/11/22,KYG215A81084,1728,5511,China ZhengTong Auto Svcs,0,chinazhengtonga,0,China Zhengtong Auto Services,China Zhengtong Auto Services,CHINA ZHENGTONG AUTO SVS.,K:CZTA,2010/12/10,72899V,HK1728,KYG215A81084
PAX Global Tech Ltd,2010/12/15,2010/4/1,,327,3825,PAX Global Tech Ltd,0,paxglobal,0,Pax Global Technology,Pax Global Technology,PAX GLOBAL TECHNOLOGY,K:PGTL,2010/12/20,72991D,HK327,BMG6955J1036
Baofeng Modern Intl Hldg,2011/1/24,2010/12/13,KYG089061025,1121,3142,Baofeng Modern Intl Hldg,0,baofengmodern,0,Baofeng Modern International Holdings Company,Baofeng Modern International Holdings Company,BAOFENG MOD.INTL.HDG.CO.,K:BMIH,2011/1/28,74196N,HK1121,KYG089061025
China Kingstone Mining Holding,2011/3/11,2011/1/21,KYG2115A1085,1380,1411,China Kingstone Mining Holding,0,chinakingstonem,0,China Kingstone Mining Holdings,China Kingstone Mining Holdings,CHINA KINGSTONE MINING HDG.,K:CKMH,2011/3/18,75522P,HK1380,BMG2119K1100
China Hongqiao Group Ltd,2011/3/18,2011/1/24,KYG211501005,1378,3353,China Hongqiao Group Ltd,0,chinahongqiao,0,China Hongqiao Group,China Hongqiao Group,CHINA HONGQIAO GROUP,K:CHGT,2011/3/24,74528X,HK1378,KYG211501005
China NT Pharma(Group)Co Ltd,2011/4/14,2011/1/28,KYG2114L1059,1011,2834,China NT Pharma(Group)Co Ltd,0,chinantpharma,0,China NT Pharma Group Company,China NT Pharma Group Company,CHINA NT PHARMA GP.CO.,K:CNTC,2011/4/20,75726P,HK1011,KYG2114L1059
Tang Palace(China) Holdings,2011/4/18,2011/3/4,KYG867001045,1811,5812,Tang Palace(China) Holdings,0,tangpalace,0,Tang Palace (China) Holdings,Tang Palace (China) Holdings,TANG PALACE (CHINA) HDG.,K:TPHL,2011/4/19,75716P,HK1181,KYG867001045
Billion Industrial Holdings,2011/5/13,2011/2/8,KYG110431098,2299,2299,Billion Industrial Holdings,0,billionindustri,0,Billion Industrial Holdings,Billion Industrial Holdings,BILLION INDUSTRIAL HDG.,K:BINL,2011/5/18,75970F,HK2299,KYG110431098
Milan Station Holdings Ltd,2011/5/20,2011/5/11,KYG611701098,1150,3171,Milan Station Holdings Ltd,0,milanstation,0,Milan Station Holdings,Milan Station Holdings,MILAN STATION HOLDINGS,K:MSHL,2011/5/23,77103J,HK1150,KYG611701098
Dragon Crown Group Holding Ltd,2011/6/2,2011/5/30,KYG290281008,935,4412,Dragon Crown Group Holding Ltd,0,dragoncrown,0,Dragon Crown Group Holdings,Dragon Crown Group Holdings,DRAGON CROWN GROUP HDG.,K:DCGH,2011/6/10,74034T,HK935,KYG290281008
