issuer,Idate,Fdate,ISIN,ticker,SIC,LCS Key,LevDis Key,LCS,LevDis Value,LCS Value,Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
Ideal Pacific Holdings Ltd,1994/9/28,1994/9/28,,1182,4412,Ideal Pacific Holdings Ltd,2,iealpacific,4,Imperial Pacific International Holdings,Imperial Pacific International Holdings,IMPERIAL PAC.INTL.HDG.,K:FNAT,2002/2/11,15179T,HK1076,BMG4769M1156
Wing Fai International Ltd,1994/10/10,1994/10/10,BMG9704F1095,WNGF,8711,Wing Fai International Ltd,0,wingfai,8,Wing Fat Printing,Wing Fat Printing,WING FAT PRINTING,K:WIFP,2008/3/28,51282W,NA,HK0633044984
Logic Intl Hldg Ltd,1994/10/20,1994/10/20,BMG5556J1080,1193,2599,Logic Intl Hldg Ltd,0,logic,10,Linekong Interactive,Linekong Interactive,LINEKONG INTERACTIVE,K:KONZ,2014/12/30,92272P,HK8267,KYG5504C1069
Chengdu Telecommunications,1994/11/23,1994/11/23,,1202,3357,Chengdu Telecommunications,5,centelecom,5,Centron Telecom International Holding,Centron Telecom International Holding,CENTRON TELC.INTL.HLDG.,K:CTRT,2007/7/5,50699R,HK1155,KYG202011022
Guangnan(Holdings)Ltd,1994/11/25,1994/11/25,XC0008938307,1203,3312,Guangnan(Holdings)Ltd,1,guangnan,7,Guangdong Kanghua Healthcare 'H',Guangdong Kanghua Healthcare 'H',GUANGDONG KANGHUA HEALTHCARE 'H',K:GNGD,2016/11/8,2644YL,HK3689,CNE100002B55
Florens Group Ltd,1994/12/6,1994/12/6,BMY257471094,FLNG,7359,Florens Group Ltd,2,orens,10,Oriental University City Holdings Hong Kong,Oriental University City Holdings Hong Kong,ORIENTAL UVTY.CTY.HDG.HK,K:ARTZ,2015/1/16,9269CJ,HK8067,HK0000231891
Yizheng Chemical Fibre Co Ltd,1995/1/13,1995/1/13,,1033,2824,Yizheng Chemical Fibre Co Ltd,4,ihechemical,4,Tianhe Chemicals Group,Tianhe Chemicals Group,TIANHE CHEMICALS GP.,K:THNJ,2014/6/20,8896XD,HK1619,VGG888411045
Liang Shing Holdings Ltd,1995/2/14,1995/2/14,,1223,3021,Liang Shing Holdings Ltd,3,iangshng,6,China Tangshang,China Tangshang,CHINA TANGSHANG,K:WELB,1992/6/10,315709,HK491,BMG3036H1079
Dailywin Group Ltd,1995/3/7,1995/3/7,,897,3873,Dailywin Group Ltd,2,ailyin,9,Baioo Family Interactive,Baioo Family Interactive,BAIOO FAMILY INTERACTIVE,K:BFIL,2014/4/10,8840LN,HK2100,KYG070381051
Whimsy Entertainment Co Ltd,1995/3/21,1995/3/21,BMG9601J1053,1188,7996,Whimsy Entertainment Co Ltd,4,hientertain,4,China Entertainment (Hong Kong Dollar),China Entertainment (Hong Kong Dollar),CHINA ENTM. (HK$),981793,1988/6/1,981793,NA,NA
Artfield Group Ltd,1995/3/28,1995/3/28,,1229,3873,Artfield Group Ltd,1,atfield,8,Anton Oilfield Services Group,Anton Oilfield Services Group,ANTON OILFIELD SVS.GROUP,K:ANTO,2007/12/14,51363T,HK3337,KYG039991024
Vanda Sys & Commun Hldg Ltd,1995/3/29,1995/3/29,,757,7373,Vanda Sys & Commun Hldg Ltd,4,ndaycommun,5,Sunday Communications,Sunday Communications,SUNDAY COMMS.,K:SUNC,2000/3/16,280320,NA,KYG8571M1069
Wah Tung International Hldgs,1995/4/12,1995/4/12,BMG9419N1083,WAH,1731,Wah Tung International Hldgs,2,htungs,9,China Tian LUN Gas Holdings,China Tian LUN Gas Holdings,CHINA TIAN LUN GAS HDG.,K:CTL,2010/11/10,72426J,HK1600,KYG843961031
Northeast Elec Transformation,1995/6/22,1995/6/22,,42,3612,Northeast Elec Transformation,6,ohselectr,6,Johnson Electric Holdings,Johnson Electric Holdings,JOHNSON ELECTRIC HDG.,K:JNEL,1984/7/11,999604,HK179,BMG5150J1577
Tomorrow Intl Hldgs Ltd,1995/7/25,1995/7/25,,760,3679,Tomorrow Intl Hldgs Ltd,3,omoros,9,South China Morning Post,South China Morning Post,SOUTH CHINA MORN.PST.,K:SCMO,2005/8/26,31602P,NA,NA
Luen Fat Hong Intl Hldg Ltd,1995/9/19,1995/9/19,BMG5695T1080,718,2821,Luen Fat Hong Intl Hldg Ltd,4,enahong,8,Shenwan Hongyuan (Hong Kong),Shenwan Hongyuan (Hong Kong),SHENWAN HONGYUAN (HK),K:SHGI,1988/6/1,779593,HK218,HK0218001102
Magician Industries,1995/9/26,1995/9/26,,526,3639,Magician Industries,5,agiindustr,5,Shanghai Industrial Holdings,Shanghai Industrial Holdings,SHANGHAI INDL.HDG.,K:SIND,1996/5/30,865606,HK363,HK0363006039
Iwai's Intl Hldg Ltd,1995/10/6,1995/10/6,BMG3679M1082,384,5611,Iwai's Intl Hldg Ltd,1,iwais,10,China Water Industry Group,China Water Industry Group,CHINA WATER INDUSTRY GP.,K:SKYH,2002/1/17,15108H,HK1129,KYG2114E1355
Prime Success Intl Group Ltd,1995/10/20,1995/10/20,,210,3143,Prime Success Intl Group Ltd,4,presuces,5,Apac Resources,Apac Resources,APAC RESOURCES,K:YING,1998/12/29,865747,HK1104,BMG0403V2062
First Sign Intl Hldg Ltd,1995/11/3,1995/11/3,,933,2389,First Sign Intl Hldg Ltd,2,firstsn,7,First Shanghai Investments,First Shanghai Investments,FIRST SHANGHAI INVS.,K:PUBL,1988/6/2,771543,HK227,HK0227001168
Northeast Elec Transformation,1995/11/25,1995/11/25,,42,3612,Northeast Elec Transformation,6,ohselectr,6,Johnson Electric Holdings,Johnson Electric Holdings,JOHNSON ELECTRIC HDG.,K:JNEL,1984/7/11,999604,HK179,BMG5150J1577
CIG-WH Intl(Hldg)Ltd,1995/11/29,1995/11/29,,621,1522,CIG-WH Intl(Hldg)Ltd,1,cig-h,10,CRCC High-Technology Equipment 'H',CRCC High-Technology Equipment 'H',CRCC HIGH-TECH EQUIPMENT 'H',K:CRXX,2015/12/16,8764Q5,HK1786,CNE1000023F1
RBI Holdings Ltd,1996/1/11,1996/1/11,,566,3942,RBI Holdings Ltd,0,rbis,9,Superrobotics,Superrobotics,SUPERROBOTICS,K:BLU,2002/2/19,15205X,HK8176,BMG8191U1080
Jingwei Textile Machinery Co,1996/1/18,1996/1/18,,350,3552,Jingwei Textile Machinery Co,6,iitextile,6,Pacific Textiles Holdings,Pacific Textiles Holdings,PACIFIC TEXTILES HDG.,K:PTHL,2007/5/18,50513H,HK1382,KYG686121032
Jet Air International Group,1996/3/12,1996/3/12,BMG3001T1027,370,4731,Jet Air International Group,1,etair,10,Oriental University City Holdings Hong Kong,Oriental University City Holdings Hong Kong,ORIENTAL UVTY.CTY.HDG.HK,K:ARTZ,2015/1/16,9269CJ,HK8067,HK0000231891
China Elegance Intl Fashion,1996/5/13,1996/5/13,,476,3199,China Elegance Intl Fashion,4,chinaeegane,4,China Evergrande,China Evergrande,CHINA EVERGRANDE,K:EVRG,2009/11/5,51785D,HK3333,KYG2119W1069
Perfect Treasure Holdings Ltd,1996/6/18,1996/6/18,BMG700561092,1105,5043,Perfect Treasure Holdings Ltd,5,pertresure,5,Persta Resources,Persta Resources,PERSTA RESOURCES,K:PRST,2017/3/10,9049AD,HK3395,CA71535Q1072
Nanjing Panda Electronics Co,1996/11/5,1996/11/5,,553,3679,Nanjing Panda Electronics Co,7,nainanal,7,China Financial Services Ldings,China Financial Services Ldings,CHINA FINANCIAL SERVICES LDINGS,K:KPIC,1993/4/7,316812,HK605,HK0605002077
Jackin International Holdings,1996/11/15,1996/11/15,,630,3695,Jackin International Holdings,2,jacns,10,Jujiang Construction Group Company 'H',Jujiang Construction Group Company 'H',JUJIANG CONSTRUCTION GP. CO.'H',K:JUJI,2016/1/12,8830VU,HK1459,CNE100002417
Jingwei Textile Machinery Co,1996/11/18,1996/11/1,,350,3552,Jingwei Textile Machinery Co,6,iitextile,6,Pacific Textiles Holdings,Pacific Textiles Holdings,PACIFIC TEXTILES HDG.,K:PTHL,2007/5/18,50513H,HK1382,KYG686121032
Karrie Intl Hldgs Ltd,1996/11/29,1996/11/29,,1050,3577,Karrie Intl Hldgs Ltd,1,krries,9,Kerry Properties,Kerry Properties,KERRY PROPERTIES,K:KERP,1996/8/5,887075,HK683,BMG524401079
K&P International Holdings Ltd,1996/12/12,1996/12/12,,675,2822,K&P International Holdings Ltd,0,kps,12,Kerry Properties,Kerry Properties,KERRY PROPERTIES,K:KERP,1996/8/5,887075,HK683,BMG524401079
Ta Fu Intl Hldg Ltd,1996/12/16,1996/12/16,BMG865981028,1041,2411,Ta Fu Intl Hldg Ltd,0,tafu,10,TOU Rong Chang Fu Group,TOU Rong Chang Fu Group,TOU RONG CHANG FU GP.,K:WSCM,2002/11/13,26492C,HK850,KYG8978E1035
Wah Lee Resources Holdings Ltd,1996/12/31,1996/12/31,BMG9419A1062,1215,3861,Wah Lee Resources Holdings Ltd,4,hlresources,3,Huili Resources (Group),Huili Resources (Group),HUILI RESOURCES (GROUP),K:HULL,2012/1/12,86615M,HK1303,KYG464281016
Lung Kee Metal Holdings Ltd,1997/1/4,1997/1/4,,255,3599,Lung Kee Metal Holdings Ltd,4,lungkeeea,5,Lung Kee (Bermuda) Holdings,Lung Kee (Bermuda) Holdings,LUNG KEE (BERMUDA) HDG.,K:LUNG,1993/3/5,316659,HK255,BMG5697D1011
Cheong Ming Holdings Limited,1997/1/7,1997/1/7,BMG2087P1095,1196,2679,Cheong Ming Holdings Limited,6,hongnglii,6,Hongguang Lighting,Hongguang Lighting,HONGGUANG LIGHTING,K:HGLT,2016/12/30,2786RK,HK8343,KYG4644A1040
Kingsport,1997/1/7,1997/1/7,BMG5485A1036,1180,2836,Kingsport,1,kngsport,7,Kong Shum Property Management (Holding),Kong Shum Property Management (Holding),KONG SHUM PROPERTY MAN. (HLDG.),K:KSUP,2013/10/11,91135Z,HK8181,KYG5310M1087
GZI Transport Ltd,1997/1/17,1997/1/17,BMG4211X1074,1052,1622,GZI Transport Ltd,2,itransport,5,Yuexiu Transport Infrastructure,Yuexiu Transport Infrastructure,YUEXIU TRANSPORT INFR.,K:GZIT,1997/1/30,887662,HK1052,BMG9880L1028
Chun Tai Holdings Ltd,1997/1/21,1997/1/21,,1013,3679,Chun Tai Holdings Ltd,1,chntais,8,China Taiping Insurance Holdings,China Taiping Insurance Holdings,CHINA TAIPING IN.HDG.,K:CINS,2000/6/29,280966,HK966,HK0000055878
Boto Intl Hldg Ltd,1997/2/24,1997/2/24,BMG1262Z1225,585,3999,Boto Intl Hldg Ltd,0,boto,7,BOC Aviation,BOC Aviation,BOC AVIATION,K:BOCA,2016/6/1,7294AL,HK2588,SG9999015267
Peking Apparel Intl Grp Ltd,1997/2/25,1997/2/25,,761,2371,Peking Apparel Intl Grp Ltd,4,peapparel,3,Speed Apparel,Speed Apparel,SPEED APPAREL,K:SPEE,2017/5/31,9016GT,HK8183,KYG8340R1056
Kwong Hing Intl Hldg(Bermuda),1997/3/5,1997/3/5,,1131,2299,Kwong Hing Intl Hldg(Bermuda),6,kwonhngbu,4,Kwoon Chung Bus Holdings,Kwoon Chung Bus Holdings,KWOON CHUNG BUS HDG.,K:KWOO,1996/9/25,887245,HK306,BMG5330P1077
Pacific Ports Co Ltd,1997/4/11,1997/4/11,,659,4491,Pacific Ports Co Ltd,3,pacificts,6,Pacific Textiles Holdings,Pacific Textiles Holdings,PACIFIC TEXTILES HDG.,K:PTHL,2007/5/18,50513H,HK1382,KYG686121032
DragonField Holdings Ltd,1997/4/30,1997/4/30,,578,3199,DragonField Holdings Ltd,3,aonfields,6,Anton Oilfield Services Group,Anton Oilfield Services Group,ANTON OILFIELD SVS.GROUP,K:ANTO,2007/12/14,51363T,HK3337,KYG039991024
Zhejiang Expressway Co Ltd,1997/5/12,1997/5/12,,576,4785,Zhejiang Expressway Co Ltd,5,zhejiangee,5,Zhejiang Tengy Environmental Technology Company 'H',Zhejiang Tengy Environmental Technology Company 'H',ZHEJIANG TENGY ENV.TECH. CO.'H',K:ZTET,2015/10/12,9935EA,HK1527,CNE1000021Y6
Beijing Entrp Hldg Ltd,1997/5/16,1997/4/25,HK0392006679,392,4619,Beijing Entrp Hldg Ltd,0,beijingentrp,3,Beijing Enterprises Holdings,Beijing Enterprises Holdings,BEIJING ENTERPRISES HDG.,K:BEEN,1997/5/29,890505,HK392,HK0392044647
Deson Dvlp Intl Hldg Ltd,1997/5/27,1997/5/27,BMG2734F1243,262,1522,Deson Dvlp Intl Hldg Ltd,3,desonl,7,Henderson Land Development,Henderson Land Development,HENDERSON LD.DEV.,K:HELD,1981/7/23,997697,HK12,HK0012000102
Benefun Intl Hldgs Ltd,1997/6/3,1997/6/3,KYG0985A1094,1130,2389,Benefun Intl Hldgs Ltd,3,enuns,10,Oriental University City Holdings Hong Kong,Oriental University City Holdings Hong Kong,ORIENTAL UVTY.CTY.HDG.HK,K:ARTZ,2015/1/16,9269CJ,HK8067,HK0000231891
Sa Sa International Hldg Ltd,1997/6/6,1997/5/26,,178,2844,Sa Sa International Hldg Ltd,0,sasa,11,China Overseas Land and Investment,China Overseas Land and Investment,CHINA OS.LD.& INV.,K:COLI,1992/8/20,316071,HK688,HK0688002218
Fairform Holdings Limited,1997/6/13,1997/6/13,BMG491231053,FAIRFO,7371,Fairform Holdings Limited,6,forlimite,5,Founder (Hong Kong) Limited,Founder (Hong Kong) Limited,FOUNDER (HK) LTD.,26381H,1995/12/21,26381H,NA,NA
Angang New Steel Co Ltd,1997/7/20,1997/6/28,,347,3316,Angang New Steel Co Ltd,6,ngngnese,7,Hong Kong Chinese,Hong Kong Chinese,HONG KONG CHINESE,K:HKCB,1992/10/12,316255,HK655,BMG4586T1036
CASTEL,1997/7/29,1997/7/29,KYY113951038,1185,3661,CASTEL,0,castel,9,Coastal Greenland,Coastal Greenland,COASTAL GREENLAND,K:CRG,1997/10/16,867190,HK1124,BMG2239B1239
Guangdong Brewery Hldg Ltd,1997/7/29,1997/7/29,BMG418161029,124,2082,Guangdong Brewery Hldg Ltd,4,guangdonger,4,Guangdong Tannery,Guangdong Tannery,GUANGDONG TANNERY,K:GNTN,1996/12/16,887530,HK1058,HK1058006367
Ocean Grand Holdings Ltd,1997/9/9,1997/9/9,,1220,3341,Ocean Grand Holdings Ltd,3,oceannds,7,China Ocean Industry Group,China Ocean Industry Group,CHINA OCEAN IND.GP.,K:WONS,1998/7/23,865739,HK651,BMG2113Q1050
Wah Fu International Holdings,1997/9/10,1997/9/10,BMG941851161,952,3111,Wah Fu International Holdings,2,wahu,11,Shenwan Hongyuan (Hong Kong),Shenwan Hongyuan (Hong Kong),SHENWAN HONGYUAN (HK),K:SHGI,1988/6/1,779593,HK218,HK0218001102
Mascotte Holdings Ltd,1997/9/10,1997/9/10,,136,3674,Mascotte Holdings Ltd,3,asttes,9,China State Construction International Holdings,China State Construction International Holdings,CHINA STE.CON.INTL.HDG.,K:CSCI,2005/7/8,31216W,HK3311,KYG216771363
Lung Cheong Intl Hldg Ltd,1997/9/15,1997/9/15,,348,3944,Lung Cheong Intl Hldg Ltd,2,ungcheng,5,SIU King Cheung,SIU King Cheung,SIU KING CHEUNG,771553,1988/6/1,771553,NA,NA
Kessel Intl Hldgs Ltd,1997/9/18,1997/9/18,,KESSEL,3663,Kessel Intl Hldgs Ltd,2,keses,4,Keck Seng Investments Hong Kong,Keck Seng Investments Hong Kong,KECK SENG INVS.HK.,K:KECS,1988/6/1,771680,HK184,HK0184000948
Sichuan Expressway Co Ltd,1997/9/19,1997/9/13,,107,4785,Sichuan Expressway Co Ltd,4,huaexpressw,4,Huayu Expressway Group,Huayu Expressway Group,HUAYU EXPRESSWAY GROUP,K:HEWX,2009/12/23,68519L,HK1823,KYG464101099
TCC Hong Kong Cement Holdings,1997/9/22,1997/9/22,KYG8696Z1072,1136,3241,TCC Hong Kong Cement Holdings,3,tcement,8,China Tian Group Cement,China Tian Group Cement,CHINA TIAN.GP.CEMENT,K:CTGC,2011/12/23,86549R,HK1252,KYG844081060
Ananda Wing On Travel(Hldg)Ltd,1997/9/23,1997/9/23,BMG0354F1014,1189,4724,Ananda Wing On Travel(Hldg)Ltd,5,andainonta,5,Mandarin Oriental Delisted See 141026,Mandarin Oriental Delisted See 141026,MANDARIN ORNTL. DELISTED SEE 141026,749883,1987/6/8,749883,NA,NA
Takson Holdings Ltd,1997/9/30,1997/9/30,,918,5137,Takson Holdings Ltd,2,tasos,10,Anta Sports Products,Anta Sports Products,ANTA SPORTS PRODUCTS,K:ANIT,2007/7/10,50722E,HK2020,KYG040111059
Tonic Industries Holdings Ltd,1997/9/30,1997/9/30,,978,3651,Tonic Industries Holdings Ltd,4,tindustries,4,Atlas Industries,Atlas Industries,ATLAS INDS.,981798,1983/4/15,981798,NA,NA
Anhui Conch Cement Co Ltd,1997/10/6,1997/10/6,,914,3241,Anhui Conch Cement Co Ltd,6,hiconchen,6,China Conch Venture Holdings,China Conch Venture Holdings,CHINA CONCH VET.HOLDINGS,K:CCVH,2013/12/19,93804F,HK586,KYG2116J1085
Wing Lee World Transport Hldgs,1997/10/7,1997/10/7,BMG9704Z1133,899,4412,Wing Lee World Transport Hldgs,5,wingleeort,5,Wing Lee Property Investments,Wing Lee Property Investments,WING LEE PROPERTY INVS.,K:WLPL,2013/3/19,88167U,HK864,BMG9705S1008
Chongqing Iron & Steel Co Ltd,1997/10/9,1997/10/9,,1053,3312,Chongqing Iron & Steel Co Ltd,4,chongingint,4,Chong Sing Holdings Fintech,Chong Sing Holdings Fintech,CHONG SING HDG. FINTECH .,K:CCHL,2010/11/19,72560N,HK8207,KYG2121H1056
Guangzhou Pharm Co Ltd,1997/10/16,1997/10/16,,874,2834,Guangzhou Pharm Co Ltd,4,guangzhoua,5,Guangzhou Investment (Detached),Guangzhou Investment (Detached),GUANGZHOU INVESTMENT (DETACHED),68398L,2009/11/19,68398L,NA,NA
Angang New Steel Co Ltd,1997/11/12,1997/11/12,CN0009106575,347,3316,Angang New Steel Co Ltd,6,ngngnese,7,Hong Kong Chinese,Hong Kong Chinese,HONG KONG CHINESE,K:HKCB,1992/10/12,316255,HK655,BMG4586T1036
CNAC,1997/12/3,1997/12/3,,1110,4512,CNAC,0,cnac,7,China Unicom (Hong Kong),China Unicom (Hong Kong),CHINA UNICOM (HONG KONG),K:UNIC,2000/6/22,280949,HK762,HK0000049939
Q-Tech Holdings Ltd,1997/12/30,1997/12/30,BMG2759D1112,109,3669,Q-Tech Holdings Ltd,2,techs,10,AAC Technologies Holdings,AAC Technologies Holdings,AAC TECHNOLOGIES HDG.,K:AACA,2005/8/9,31447H,HK2018,KYG2953R1149
Hung Fung Group Holding Ltd,1998/2/25,1998/2/25,BMY3778J1051,1141,7929,Hung Fung Group Holding Ltd,1,hungfun,8,Shougang Fushan Resources Group,Shougang Fushan Resources Group,SHOUGANG FUSHAN RES.GP.,K:FHUI,1990/10/2,540505,HK639,HK0639031506
Karce Intl Hldgs Co Ltd,1998/2/26,1998/2/26,,1159,3679,Karce Intl Hldgs Co Ltd,1,arces,10,China Resources Land,China Resources Land,CHINA RESOURCES LAND,K:CHBE,1996/11/8,887449,HK1109,KYG2108Y1052
Zhu Kuan Development Co Ltd,1998/5/12,1998/5/12,,908,7011,Zhu Kuan Development Co Ltd,7,kandevom,7,Kangda International Environmental,Kangda International Environmental,KANGDA INTERNATIONAL ENVIRONMENTAL,K:KIEC,2014/7/4,8915YN,HK6136,KYG521541048
Kith Holdings Ltd,1998/6/9,1998/6/9,,1201,2671,Kith Holdings Ltd,1,kths,7,CK Hutchison Holdings,CK Hutchison Holdings,CK HUTCHISON HOLDINGS,K:CHGK,1973/1/1,930492,HK1,KYG217651051
Corasia Group Ltd,1998/6/16,1998/6/16,,875,2048,Corasia Group Ltd,1,corasa,9,China Overseas Land and Investment,China Overseas Land and Investment,CHINA OS.LD.& INV.,K:COLI,1992/8/20,316071,HK688,HK0688002218
Futart International Co Ltd,1998/7/8,1998/7/8,BMG369821092,706,7379,Futart International Co Ltd,0,futart,9,Affluent Partners Holdings,Affluent Partners Holdings,AFFLUENT PARTNERS HDG.,K:OMJL,2014/10/17,9121T5,HK1466,KYG0130B1014
Wonson Intl Hldg Ltd,1998/7/8,1998/7/8,BMG9738R1034,651,5051,Wonson Intl Hldg Ltd,0,wonson,8,Wong's Kong King International Holdings,Wong's Kong King International Holdings,WONG'S KONG KING INTHDG.,K:WKKH,1989/7/10,502484,HK532,BMG9737M1055
Kin Don Holdings Ltd,1998/8/27,1998/8/27,,208,5136,Kin Don Holdings Ltd,1,indons,9,Nine Dragons Paper Holdings,Nine Dragons Paper Holdings,NINE DRAGONS PAPER HDG.,K:NDRA,2006/3/3,32836U,HK2689,BMG653181005
Wah Yik Holdings Co Ltd,1998/9/25,1998/9/25,KYY9478H1090,862,8748,Wah Yik Holdings Co Ltd,2,ahyks,10,Ahsay Backup Software Development Company,Ahsay Backup Software Development Company,AHSAY BACKUP SOFTWARE DEV.CO.,K:AHSB,2015/10/8,9935N4,HK8290,KYG0132C1078
MAE Holdings Ltd,1998/11/17,1998/11/17,BMY5373L1044,851,3679,MAE Holdings Ltd,0,maes,11,Champion Real Estate Investment Trust,Champion Real Estate Investment Trust,CHAMPION REIT.TRUST,K:CREI,2006/5/24,35931N,HK2778,HK2778034606
Good Fellow Group Ltd,1998/11/17,1998/11/17,,910,5137,Good Fellow Group Ltd,4,godeow,5,Golden Power Group Holdings,Golden Power Group Holdings,GOLDEN POWER GROUP HDG.,K:GPGH,2015/6/5,9528QT,HK3919,KYG3959Y1035
Luen Cheong Tai Intl Hldgs Ltd,1998/11/19,1998/11/19,,1190,1522,Luen Cheong Tai Intl Hldgs Ltd,5,unhengtai,6,Yuanshengtai Dairy Farm,Yuanshengtai Dairy Farm,YUANSHENGTAI DAIRY FARM,K:YSHT,2013/11/26,93130Y,HK1431,BMG987851018
Hengan Intl Group Co Ltd,1998/11/27,1998/11/27,,1044,2676,Hengan Intl Group Co Ltd,0,hengan,9,Shenwan Hongyuan (Hong Kong),Shenwan Hongyuan (Hong Kong),SHENWAN HONGYUAN (HK),K:SHGI,1988/6/1,779593,HK218,HK0218001102
Ying Wing Holdings Ltd,1998/12/15,1998/12/15,,1104,2299,Ying Wing Holdings Ltd,1,yingings,7,Flying Mining Shares (Cancelled),Flying Mining Shares (Cancelled),FLYING MINING SHS(CANCELLED),91736Y,2017/10/31,91736Y,NA,NA
Global Tech(Holdings)Ltd,1999/4/9,1999/4/9,,143,3669,Global Tech(Holdings)Ltd,0,globals,8,Global Mastermind Capital,Global Mastermind Capital,GLOBAL MASTERMIND CAP.,K:HAYW,1998/7/17,865737,HK905,BMG3932X1231
Global Tech(Holdings)Ltd,1999/4/9,1999/4/9,KYG3932J1085,143,5065,Global Tech(Holdings)Ltd,0,globals,8,Global Mastermind Capital,Global Mastermind Capital,GLOBAL MASTERMIND CAP.,K:HAYW,1998/7/17,865737,HK905,BMG3932X1231
Qualipak Intl Hldgs Ltd,1999/4/14,1999/4/14,,1224,3161,Qualipak Intl Hldgs Ltd,3,qualis,5,Quali-Smart Holdings,Quali-Smart Holdings,QUALI-SMART HOLDINGS,K:QSHL,2013/1/23,88020T,HK1348,KYG198891155
Guangdong Kelon Elec Appl Co,1999/5/31,1999/5/31,,921,3585,Guangdong Kelon Elec Appl Co,4,guangdongkn,4,Guangdong Kanghua Healthcare 'H',Guangdong Kanghua Healthcare 'H',GUANGDONG KANGHUA HEALTHCARE 'H',K:GNGD,2016/11/8,2644YL,HK3689,CNE100002B55
Technology Venture Hldg Ltd,1999/6/22,1999/6/22,,61,7373,Technology Venture Hldg Ltd,5,technologe,5,AAC Technologies Holdings,AAC Technologies Holdings,AAC TECHNOLOGIES HDG.,K:AACA,2005/8/9,31447H,HK2018,KYG2953R1149
Universe Intl Hldgs Ltd,1999/7/6,1999/7/6,BMG928811048,1046,7819,Universe Intl Hldgs Ltd,1,universe,7,Universal Medical Financial and Technology Advisory Services,Universal Medical Financial and Technology Advisory Services,UNVL.MED.FINL.& TECH. ADVY.SVS.,K:UMFT,2015/7/8,9742L3,HK2666,HK0000255361
Yixing Xinwei Holdings Ltd,1999/10/5,1999/10/5,KYG9843F1019,769,2819,Yixing Xinwei Holdings Ltd,5,yxingine,6,Yuxing Infotech Holdings,Yuxing Infotech Holdings,YUXING INFOTECH HOLDINGS,K:YINF,2000/1/31,280009,HK8005,BMG9883P1344
CEC International Holdings Ltd,1999/11/3,1999/11/3,,759,3549,CEC International Holdings Ltd,0,cecs,11,AAC Technologies Holdings,AAC Technologies Holdings,AAC TECHNOLOGIES HDG.,K:AACA,2005/8/9,31447H,HK2018,KYG2953R1149
Quality Food International Ltd,1999/11/4,1999/11/4,BMG731191026,735,2099,Quality Food International Ltd,4,alifood,2,Dali Foods Group Company,Dali Foods Group Company,DALI FOODS GROUP CO.,K:DALF,2015/11/20,8721RN,HK3799,KYG2743Y1061
Hudson Holdings Ltd,1999/11/23,1999/11/23,,758,1522,Hudson Holdings Ltd,1,husons,9,Chuangs Consortium International,Chuangs Consortium International,CHUANGS CONSORT.INTL.,K:CHNC,1988/6/1,755692,HK367,BMG2122V1458
Vision Tech Intl Hldgs Ltd,1999/12/13,1999/12/13,BMG9375D1020,922,3639,Vision Tech Intl Hldgs Ltd,0,visions,5,Vision Values Holdings,Vision Values Holdings,VISION VALUES HOLDINGS,K:WAHY,1998/10/14,865742,HK862,KYG9375G1212
Ching Hing (Holdings) Ltd,2000/1/14,2000/1/14,,692,2211,Ching Hing (Holdings) Ltd,2,chnghing,7,Chu Kong Shipping Enterprises (Group),Chu Kong Shipping Enterprises (Group),CHU KONG SHIP.ENTS.(GP.),K:CKS,1997/5/23,890528,HK560,HK0560006634
PNF Food Holdings Ltd,2000/1/27,2000/1/27,BMG7146H1218,702,2046,PNF Food Holdings Ltd,2,nfoods,4,China Foods,China Foods,CHINA FOODS,K:SEAB,1988/10/6,779571,HK506,BMG2154F1095
Ocean Shores Group Ltd,2000/2/10,2000/1/27,,764,7812,Ocean Shores Group Ltd,3,oansores,6,Rosan Resources Holdings,Rosan Resources Holdings,ROSAN RESOURCES HOLDINGS,K:DRAG,1997/5/15,890304,HK578,BMG763781272
Decca Holdings Ltd,2000/3/7,2000/2/29,BMG2698C1091,997,2511,Decca Holdings Ltd,1,decca,10,Deutsche Capital,Deutsche Capital,DT CAPITAL,K:ICUT,2002/6/7,25601K,HK356,KYG2848V1068
E Bon Holdings Ltd,2000/3/28,2000/3/28,,599,5251,E Bon Holdings Ltd,1,eons,6,Aeon Stores (Hong Kong),Aeon Stores (Hong Kong),AEON STORES (HONG KONG),K:JUSC,1994/2/4,362026,HK984,HK0000084183
Zida Computer Technologies Ltd,2000/6/15,2000/5/29,BMG9892E1049,859,3571,Zida Computer Technologies Ltd,4,computernol,4,Computer and Technologies Holdings,Computer and Technologies Holdings,COMPUTER & TECHS.HDG.,K:COMP,1998/5/18,675422,HK46,BMG2335C1082
Excel Tech Intl Hldgs Ltd,2000/6/26,2000/6/19,BMG323621083,8048,7372,Excel Tech Intl Hldgs Ltd,1,ecels,10,Tianhe Chemicals Group,Tianhe Chemicals Group,TIANHE CHEMICALS GP.,K:THNJ,2014/6/20,8896XD,HK1619,VGG888411045
Beijing Beida Jade Bird Co Ltd,2000/7/26,2000/7/24,,8095,7372,Beijing Beida Jade Bird Co Ltd,5,beijingeid,5,Beijingwest Industries International,Beijingwest Industries International,BEIJINGWEST INDS.INTL.,K:NORF,2003/10/10,27825J,HK2339,KYG1145N1144
